listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent
B0011475,153.9621,17,1681.8743,5.7119,5,23,11,3,1,8.3209,5059.8659
B0008430,95.1812,16,2494.1144,17.6168,3,23,5,1,1,6.8837,3105.8537
B0019290,101.7039,19,3458.1662,21.0884,3,18,6,4,1,4.8654,3249.8531
B0007065,98.1737,16,888.5622,2.9072,3,28,14,3,1,8.4643,4507.6835
B0010299,104.7331,13,2963.8941,6.471,5,8,10,3,1,5.8795,4198.971
B0017536,138.7161,30,448.0257,4.4192,4,16,12,1,0,7.5336,4672.4776
B0016567,125.3494,7,1961.0309,5.1188,4,4,8,4,1,7.1012,4572.4881
B0021542,128.9289,16,829.2399,9.0878,4,16,10,3,1,6.9129,4722.4512
B0015758,117.4547,6,608.0041,19.1731,4,14,3,3,1,5.7249,4407.7269
B0007292,71.0124,9,647.3059,9.2694,2,5,14,3,1,3.8788,3596.1894
B0004802,61.5113,18,2219.3034,13.2965,2,17,7,3,1,6.2416,2798.7756
B0000676,38.4278,6,1499.1938,24.1325,1,13,3,3,1,2.9242,1585.2318
B0003717,118.6224,14,2420.6064,17.3153,4,25,6,3,1,8.1397,3993.2935
B0009184,63.1318,24,1631.6644,10.1304,3,5,11,2,0,3.8433,2674.9327
B0015632,116.8045,27,492.6605,2.6043,4,1,15,2,0,4.3965,4347.6236
B0004994,128.7412,0,810.6789,14.7948,4,13,5,4,1,5.4208,4521.8803
B0019134,107.9917,23,1363.0986,5.7913,3,20,12,3,1,5.8844,4177.6782
B0015763,117.3401,13,2840.5178,16.1374,3,15,6,2,1,4.1225,3864.4408
B0000802,110.7198,27,2218.4173,10.3072,4,23,11,2,0,6.7837,3619.8936
B0013293,76.4351,9,120.0,3.1107,2,17,10,3,1,5.6839,4260.9804
B0001087,108.0187,11,3128.4353,19.7795,3,1,3,3,1,6.2844,3505.3872
B0017299,100.2263,19,807.1617,9.8351,3,21,11,4,1,5.9304,4375.8829
B0014836,148.8525,26,3791.0727,17.2753,4,10,7,2,1,6.01,4012.8522
B0015495,51.6685,12,2680.5398,11.1645,2,10,12,3,1,5.9484,2376.2606
B0014701,114.6455,32,1931.2258,12.1245,3,13,10,2,1,6.39,3774.1488
B0002898,146.3819,24,120.0,13.4995,4,17,12,1,1,4.6022,4966.8537
B0000383,117.3234,13,1140.2897,5.2163,3,15,12,4,0,5.8853,4379.0139
B0006968,136.9466,26,1349.9192,17.764,4,6,0,1,0,7.8818,3795.7674
B0012022,116.4602,2,1660.6054,12.1325,4,13,7,1,1,7.2767,4130.4584
B0011446,43.3637,9,1936.4469,11.038,2,14,11,4,1,5.8606,2786.0833
B0019668,151.4354,9,1380.4218,20.5148,5,1,1,3,0,6.574,4546.7854
B0017801,142.9654,31,1780.7743,18.6945,5,17,5,3,0,4.303,3760.0304
B0019586,120.8515,17,3891.2267,16.1058,4,10,9,3,1,4.4751,4013.102
B0005815,88.4304,0,2326.4822,18.3444,3,2,7,4,1,3.8966,3325.6224
B0020089,80.1128,3,2105.0627,15.8371,3,1,6,4,0,7.2239,3318.4095
B0018033,103.3866,19,2076.101,16.6869,3,1,6,3,0,6.2377,3454.2353
B0007862,87.47,31,642.0938,4.2546,2,24,13,1,1,3.8989,3598.374
B0010006,138.3838,25,1412.0,10.7677,4,5,10,3,1,8.6,4725.8241
B0007248,117.2493,19,2104.7642,11.8183,4,25,10,2,1,6.0136,4312.8423
B0019750,116.3307,27,1954.4886,8.0449,4,14,11,2,1,6.9692,4157.1779
B0022253,121.0147,20,2499.3927,22.7481,4,8,2,4,1,6.3948,3521.2217
B0021093,49.8264,9,2277.4276,17.4362,2,2,9,4,1,4.5952,2404.2335
B0022474,153.8849,20,1910.3023,18.1357,4,26,5,3,1,6.7826,4615.2198
B0009805,35.0181,27,120.0,1.7434,2,5,14,2,0,5.7856,2371.6701
B0022259,89.6895,31,120.0,3.27,2,15,13,1,1,6.4982,4096.329
B0017055,81.4045,22,2281.8622,21.2681,2,24,6,3,1,4.6506,2896.4393
B0002390,141.0038,22,1255.2432,2.5743,5,24,10,5,1,5.3396,4928.8245
B0002213,153.6373,11,1955.2783,10.8067,5,19,10,3,1,6.5802,4943.3053
B0000162,75.8996,0,739.2193,2.0848,2,12,12,5,0,6.4059,4148.0167
B0021645,138.1578,0,1143.7446,2.614,4,21,10,1,1,5.0351,4962.6096
B0014795,68.165,5,120.0,4.9672,3,4,12,1,1,4.9966,3730.6263
B0005580,106.6804,19,417.1023,6.1292,4,7,12,3,1,5.3501,4543.1834
B0005221,113.9739,14,3693.92,18.9817,2,4,8,2,1,3.9505,3448.3798
B0015093,86.9689,7,120.0,2.1798,2,8,13,3,0,6.4394,4566.9244
B0019421,70.326,0,120.0,6.2194,3,8,14,4,0,3.0452,3909.5196
B0004550,149.2359,31,2430.9126,20.278,4,15,9,2,1,7.1112,3959.6778
B0018619,63.0645,7,2554.2472,12.0323,2,10,8,4,0,4.8922,2773.8007
B0021711,114.5626,30,1801.8929,7.706,3,3,9,1,0,3.522,3740.8837
B0000537,35.9032,16,1902.0559,4.6197,1,10,9,4,1,4.8553,2336.6564
B0003826,71.424,18,1178.758,8.9964,2,21,10,2,1,5.5457,3130.2072
B0018407,125.4403,28,3408.8962,22.2863,5,3,5,1,0,6.8915,3484.907
B0011433,105.374,23,1736.3401,11.5587,4,5,10,3,0,5.6586,3875.9369
B0010407,56.0759,9,850.5883,11.9398,2,4,8,4,0,7.0836,2912.9145
B0013626,104.6735,25,1211.7305,9.9674,4,16,9,2,1,6.0854,3700.5779
B0013951,152.5197,30,2617.4076,13.3046,5,20,8,2,1,5.2123,4566.435
B0004371,117.2941,7,2034.2996,7.8254,3,22,7,4,1,5.4439,4258.4554
B0010076,44.6149,18,3836.1852,24.5174,2,5,3,1,0,4.6932,1593.5688
B0015819,53.9223,23,2730.8066,10.4939,2,4,6,4,0,6.4837,2198.0182
B0001275,123.3197,5,1006.2538,10.93,4,10,6,4,1,6.9945,4631.6359
B0006644,94.2964,23,1505.0522,21.3161,2,26,3,1,1,6.1741,3235.5263
B0007449,142.4261,7,4440.0772,24.4711,5,6,5,3,0,6.2157,3754.2149
B0007472,82.9395,31,2093.1311,2.8445,3,10,12,2,0,5.081,3031.0249
B0019720,127.3484,10,2697.7364,13.0762,3,4,7,3,0,4.7619,4050.5279
B0000759,124.4035,8,2914.8769,23.3827,4,15,4,3,0,6.1396,3568.5713
B0010934,57.632,32,2812.0031,16.7773,1,5,7,3,0,4.6267,1821.2779
B0014419,128.9757,9,2513.1007,22.5649,4,19,6,4,1,6.3528,4263.7058
B0012640,58.0965,4,120.0,5.3572,2,1,12,2,0,3.9158,3222.7641
B0019466,118.1156,2,842.4067,11.8791,3,6,11,3,0,5.8152,4618.1711
B0009305,78.4637,29,2325.4513,17.6365,2,20,7,2,1,3.5345,2616.9298
B0022006,64.554,16,3006.7734,15.8392,3,10,7,3,0,5.3823,2566.8256
B0018691,96.4893,21,2136.9818,11.1729,3,5,3,4,0,5.3752,3345.5553
B0014621,145.8639,6,3549.6296,14.1576,4,12,6,2,1,7.7751,4546.0924
B0006569,147.2207,32,359.5807,1.5488,5,8,12,1,1,8.3476,4915.5474
B0018410,94.1172,22,1345.6643,11.3017,2,11,8,3,1,5.7412,3505.006
B0007182,93.9071,31,994.3237,4.3466,2,23,11,2,1,6.0248,3676.4655
B0012215,91.8427,20,926.1643,2.0838,2,4,12,3,0,5.3403,3916.5072
B0002511,110.3474,10,875.068,1.8571,4,2,14,3,0,5.0643,4709.392
B0000661,126.0838,28,298.3438,18.1142,4,25,6,2,1,5.5222,4437.6116
B0016373,79.4246,20,120.0,2.2909,3,8,13,2,0,5.2005,3955.888
B0017247,152.8282,0,2305.8706,12.1494,5,7,11,3,1,6.418,5084.7025
B0014330,96.2761,30,2785.6824,24.8484,3,8,3,2,0,3.3137,2599.2194
B0003685,40.8134,13,2013.0428,6.517,2,14,11,2,1,3.8273,2518.4587
B0011221,140.9093,1,3563.187,21.8419,4,21,3,2,1,5.8422,4327.3812
B0002652,137.3532,4,1993.2108,3.2348,4,12,12,5,1,6.2046,5369.5715
B0003715,62.9746,12,120.0,5.1756,2,13,11,4,1,4.5578,3565.2112
B0007853,53.3438,1,4900.0,23.5146,1,22,3,3,1,7.0582,2359.885
B0010426,60.8218,31,1568.3239,22.3999,2,23,5,2,1,5.4397,2251.4157
B0005582,113.5664,13,1038.4416,5.4547,4,14,9,4,1,7.6109,4664.9092
B0017095,96.789,21,2841.7203,22.182,3,3,1,3,1,4.495,2984.6272
B0018678,80.6659,32,2902.9287,10.4668,2,28,6,1,1,5.2337,2849.8617
B0020158,130.541,23,1145.0075,3.048,4,25,10,3,1,7.1139,4806.4338
B0000358,141.8464,30,2961.9149,21.4059,3,8,0,2,1,5.2789,3689.1411
B0022317,124.4473,2,530.6222,11.4892,3,9,9,4,1,8.4351,4851.7275
B0004496,120.8897,4,2155.336,18.0031,4,6,6,5,0,6.4335,4175.6285
B0020668,52.2944,12,774.654,9.7145,1,9,10,3,1,5.9182,3028.2756
B0009536,123.9003,31,1557.8831,6.0545,3,6,14,1,0,6.369,4015.6851
B0010184,125.2733,14,1234.8282,7.2084,5,19,14,4,1,7.3998,4794.1982
B0003337,116.7083,10,2707.1468,21.6564,3,3,2,2,0,4.6679,3642.511
B0017716,87.0393,27,2688.5814,24.2,3,4,3,3,0,4.2912,2762.2783
B0001685,114.5281,11,3279.5856,14.1826,2,9,6,3,0,4.2592,3798.7481
B0015777,117.7253,10,1035.2995,8.605,3,7,9,1,1,6.4319,4274.0581
B0011173,154.7445,31,1130.2218,16.9741,5,1,6,2,0,5.8751,4433.3707
B0016605,38.493,29,376.9062,3.5839,1,13,16,4,1,3.3075,2440.4225
B0021005,52.5623,6,2532.612,24.468,2,18,4,4,1,4.2836,2279.5463
B0006050,102.021,32,1417.509,7.1972,3,20,11,3,1,6.013,3891.5424
B0005506,119.0714,13,1509.3309,14.5578,3,1,4,5,0,6.1935,4015.1432
B0016413,98.8376,15,3025.0424,19.6077,3,1,1,4,1,4.9344,3232.8036
B0020696,65.6459,1,2321.67,24.6507,2,22,2,4,1,2.9861,2708.4645
B0012623,89.4646,2,2536.8724,11.9149,3,12,10,2,1,5.1638,3674.0966
B0003456,61.3324,19,4027.5662,20.7206,1,23,4,5,1,3.8194,2468.1959
B0015304,77.8989,6,2997.3449,24.1356,2,11,3,5,1,6.3641,2974.784
B0008816,112.0298,11,746.6591,6.575,5,14,12,4,1,5.4407,5086.4906
B0012164,38.3178,1,1410.9839,9.5729,2,26,11,5,1,5.3337,2791.5547
B0019836,121.4701,16,120.0,2.3623,5,8,13,3,1,6.2017,5609.3092
B0020627,101.3606,23,3947.475,23.3665,4,26,0,2,1,5.274,3169.4881
B0003950,83.1607,18,332.1236,12.9742,3,10,10,2,0,4.5808,3700.4131
B0022330,79.6546,8,189.2678,4.8477,2,26,12,5,1,5.442,4287.2089
B0016540,80.826,25,1824.4826,12.013,2,6,8,3,0,5.2567,3007.1355
B0017544,130.9305,19,2872.1142,16.3416,4,17,8,1,1,6.688,4070.8187
B0012005,85.3106,29,2255.9651,20.7941,4,20,6,2,1,6.0332,2647.0599
B0005043,41.1167,22,1531.807,9.6604,1,8,11,2,0,3.6573,2024.445
B0016308,83.209,23,1278.8244,4.3451,2,21,13,1,1,6.7114,3358.5665
B0021123,131.7452,10,402.9984,11.6728,4,10,8,3,1,5.7248,4664.5456
B0018266,144.5778,3,2703.7617,19.5068,4,24,7,3,1,6.0412,4623.8516
B0003245,36.7343,11,1774.6111,15.3255,1,20,6,4,1,5.6397,2132.0283
B0004773,152.1453,8,3033.1303,15.5833,5,1,7,2,0,7.9314,4440.0685
B0011052,146.3481,25,1140.8789,4.5779,5,11,10,3,0,7.1235,4843.1627
B0016910,39.4217,1,996.2321,2.1509,2,25,10,5,1,3.7458,3136.5353
B0013966,89.009,7,2679.1469,14.5583,2,20,13,2,1,6.9246,3775.0878
B0021362,60.2015,11,1029.2018,4.0891,2,14,14,1,1,6.1555,3277.874
B0000347,88.9444,4,467.0473,6.2195,2,3,8,4,0,5.3789,4301.5232
B0006171,50.4798,4,2164.9552,13.9663,2,24,9,2,1,5.0463,2693.5705
B0020141,44.4606,10,2861.4102,23.4883,1,17,5,2,1,2.4,1818.337
B0013136,80.1892,10,120.0,3.7817,2,4,14,3,1,6.0155,4084.7442
B0013703,124.6119,5,1811.7656,11.0726,5,24,8,4,1,6.333,4665.3328
B0012029,122.3835,24,3883.0221,17.7963,3,8,7,2,1,6.734,3517.4115
B0004858,116.7391,12,950.0059,6.491,4,14,10,2,1,5.6705,4649.9951
B0010817,124.6948,26,2828.3884,16.308,4,21,7,1,1,6.0408,3787.4732
B0003084,132.4413,10,4635.6358,22.5011,3,2,3,3,0,6.006,3751.375
B0008405,96.6775,2,120.0,2.8412,2,4,11,2,0,6.3045,4575.0079
B0017381,42.2438,10,150.755,2.1119,1,10,16,2,0,6.1676,2621.1558
B0012634,64.6287,25,2262.1101,11.8552,3,10,8,2,0,3.5195,2358.2724
B0000547,129.5834,7,639.1416,1.5083,4,9,16,4,1,6.3981,5157.6898
B0017228,128.7209,14,489.1363,5.3581,3,1,11,3,0,6.3316,4760.3021
B0016443,48.6643,26,4419.2885,16.7877,2,15,5,1,1,6.0007,1810.5576
B0004586,118.078,24,3225.2818,20.362,3,27,3,4,1,6.3873,3628.6776
B0000897,99.7839,4,3053.1087,20.4002,2,6,6,1,0,6.0866,3146.2838
B0006233,141.6465,26,3520.832,14.2731,4,26,9,1,1,5.9916,4059.5239
B0014977,70.8793,29,795.7033,6.2149,3,4,12,4,0,4.524,3126.0467
B0014072,138.5344,23,2166.7216,20.9606,4,21,4,3,1,7.1734,4095.595
B0006591,54.4788,14,3106.1577,24.9395,2,2,1,2,0,4.7101,1954.677
B0002346,99.7633,29,2773.8016,21.4861,2,16,5,2,1,6.7412,2879.9348
B0000669,122.9991,13,4900.0,24.9817,4,26,2,3,1,5.7542,3722.2462
B0013133,100.211,28,1262.7098,10.2949,3,12,12,1,0,5.8056,3317.0957
B0018364,129.5008,18,1362.6145,8.0676,4,14,6,2,1,5.2498,4472.7275
B0003700,43.6539,5,2223.8731,17.7888,1,20,7,3,1,5.1308,2376.664
B0021831,68.7392,30,1034.163,4.3685,2,5,9,2,0,6.5374,2602.1496
B0012501,100.4703,12,864.0757,2.2382,3,22,12,5,1,4.9859,4616.3479
B0014780,147.7715,5,3535.5422,17.4599,3,25,3,5,1,7.9891,4918.7255
B0014257,60.42,9,1618.2183,9.6294,1,28,11,3,1,5.9297,3295.8443
B0014144,144.4589,4,842.9026,9.0764,5,13,13,2,1,6.7562,5126.6767
B0011009,68.8592,31,1037.5051,6.1112,2,4,7,1,0,6.6714,2480.9208
B0006805,83.1655,29,2302.3123,3.0243,2,6,12,3,0,5.8768,3215.235
B0015462,96.2621,5,623.203,3.1474,3,10,12,5,0,6.1067,4303.0772
B0015663,50.2434,21,2885.1818,20.6816,2,6,1,2,1,4.9418,1829.3397
B0006656,92.2514,12,832.967,17.5206,3,22,7,3,1,6.4875,3966.1616
B0000237,148.2772,25,120.0,12.0318,5,1,8,3,0,4.3217,5086.4237
B0013719,86.5767,29,2760.0868,15.6042,2,2,8,2,1,6.0012,2851.9605
B0003075,110.343,29,922.4,10.115,4,3,8,1,0,8.1623,3713.8436
B0019155,74.2617,27,1151.2691,13.1588,2,25,13,1,1,5.7519,3220.153
B0003505,130.7266,32,2540.2026,14.0886,5,14,7,1,0,6.1187,3479.7002
B0006743,143.7492,11,1901.8606,9.3754,4,17,8,2,0,5.4671,4439.6964
B0010663,72.6825,25,924.8922,2.6897,2,24,11,3,1,6.1899,3455.7531
B0019164,39.4407,24,120.0,4.4223,1,1,13,2,0,3.4894,2285.8937
B0018489,111.8117,6,3254.5205,17.6503,3,6,7,4,0,6.6327,3578.5527
B0010177,134.928,4,3985.7941,23.5015,5,6,2,3,1,5.4443,3824.8886
B0016905,89.1609,30,1910.3101,7.9992,3,22,6,3,1,4.5539,3305.2699
B0012243,41.5877,22,120.0,3.4252,2,5,11,5,0,6.5453,2924.1965
B0008512,136.9793,0,2669.3812,21.4319,4,21,5,4,1,2.4,4262.2748
B0017465,94.5381,9,1327.6418,8.7122,2,25,8,4,1,6.2307,4278.998
B0008304,139.9965,23,162.614,2.6915,4,10,14,3,1,3.8147,5457.5301
B0021495,84.7608,7,1844.7715,14.5468,2,16,8,3,1,5.825,3472.8846
B0020002,95.4866,1,1279.4114,15.3768,3,28,11,3,1,4.9162,4198.6507
B0017511,56.6359,22,4453.2236,24.9263,2,23,2,2,1,4.4739,2160.7879
B0010856,62.8346,28,1583.7173,11.3451,2,26,8,1,0,6.438,2087.6823
B0013816,145.5642,16,542.4417,2.6931,5,14,11,2,1,4.0468,5238.681
B0006732,144.8706,14,2054.6563,18.8028,4,17,4,3,1,7.8602,4435.1667
B0012496,115.6275,22,1190.604,5.8433,4,23,6,1,1,6.1658,4086.8739
B0009205,154.5689,2,1045.4498,8.4746,5,3,9,3,1,6.6556,5223.2898
B0007354,115.116,31,2549.9901,6.7211,4,10,7,3,1,3.5439,3522.0504
B0011644,124.0482,5,4900.0,23.4567,4,18,3,2,1,4.4331,3653.018
B0017582,77.5469,9,1984.1676,20.5627,2,15,5,3,1,3.6968,3145.0769
B0000922,83.9545,18,1321.7587,10.3405,3,16,10,4,1,4.9309,3707.5689
B0012041,150.6768,14,3553.8388,23.757,4,12,5,5,0,4.1028,4000.9789
B0009520,99.4429,19,1441.1858,17.1804,4,11,5,2,1,4.7058,3669.7635
B0010499,75.2335,27,120.0,2.5931,2,6,16,3,0,6.3339,3865.3036
B0002848,118.7809,25,2472.0507,20.2615,5,26,5,1,1,6.0322,3747.6762
B0021886,154.5423,16,1401.3337,4.1298,5,9,12,2,1,5.0087,5195.592
B0004323,96.1032,0,1357.123,15.8442,3,14,5,3,1,4.9372,3782.6986
B0003621,146.6036,1,951.1832,12.8701,5,6,7,5,0,6.0783,5069.8285
B0019015,54.9278,26,1434.5263,18.9341,1,7,5,3,1,4.151,1879.205
B0001400,110.9039,7,1846.7946,2.8578,4,3,13,2,1,4.5019,4493.6401
B0000510,48.3921,24,2815.0081,21.8535,2,8,3,2,0,5.3036,1289.7583
B0020349,58.4329,25,1617.7239,10.7112,2,5,6,2,0,3.6408,2306.6358
B0000284,132.4432,6,992.8663,8.7365,5,12,15,2,1,7.2931,4945.2247
B0013102,143.7911,0,1892.7977,21.3545,5,14,4,5,1,6.3206,4699.5537
B0005191,119.8659,28,2031.4582,16.3182,4,5,7,2,0,7.2424,3391.9376
B0004118,115.1226,21,2036.9082,20.9708,3,1,5,1,0,5.275,3440.9784
B0020936,91.0637,5,3082.608,13.0416,3,16,9,3,1,6.3674,3743.6324
B0003077,43.4156,15,3200.4408,12.1504,1,12,5,1,0,4.6066,1475.7644
B0001049,57.6045,30,990.487,2.7449,1,2,11,2,0,4.7584,2566.5638
B0012147,134.4392,9,2369.6593,12.2886,4,24,11,3,1,5.0189,4814.6007
B0010776,35.0664,6,2666.0074,23.1273,1,5,2,3,1,3.7588,1394.4174
B0012518,85.6821,28,2751.9753,16.2492,3,25,5,3,1,6.4474,3028.1876
B0004221,122.6548,3,250.6625,2.7905,4,24,12,4,1,6.6689,5432.4766
B0012907,100.7544,10,3028.3428,23.4297,3,9,5,4,1,4.2008,3417.2415
B0000898,154.1129,6,120.0,8.9034,5,6,10,4,1,6.7893,5788.7634
B0014873,130.2187,14,2000.3545,13.5137,5,5,8,3,0,8.1962,4162.3374
B0008850,84.5939,19,1381.6655,11.8492,3,7,8,4,0,5.6384,3306.24
B0003905,86.4983,1,3281.039,15.7721,3,14,7,4,1,5.2875,3642.4211
B0019781,51.3865,27,3065.5681,22.3216,2,26,5,1,1,4.6268,1928.8206
B0010214,121.8258,24,2962.3938,18.7027,3,1,4,3,0,4.7845,3510.0505
B0007627,128.1234,27,2752.8996,4.6734,4,23,10,4,1,7.4169,4384.3374
B0013405,46.3494,20,3605.744,14.7311,1,10,7,2,1,4.649,1903.1556
B0009565,119.6148,3,2757.1131,13.9304,3,18,8,4,1,5.6556,4449.9523
B0006986,89.4893,8,897.1571,10.6116,3,2,10,5,0,5.6996,4039.2419
B0005340,76.1045,10,2648.241,23.1134,2,23,0,3,1,4.303,2739.8225
B0011095,81.3451,5,2115.8183,20.5961,2,18,3,4,1,6.1765,3119.016
B0020025,118.0393,3,2844.6268,24.479,5,4,7,3,0,5.1842,3870.8059
B0001793,41.7346,24,120.0,7.6416,1,16,12,1,1,5.4716,2456.385
B0011792,49.6611,8,2228.1025,11.2557,2,25,9,4,1,7.3145,3017.2344
B0005490,64.2454,30,1113.8618,15.2038,1,24,9,2,1,5.9132,2721.6143
B0005351,151.6442,32,273.9428,4.282,5,7,16,2,0,5.454,5131.8444
B0013578,127.5597,19,2032.9347,9.8332,4,22,9,2,1,6.0158,4400.0708
B0006033,130.3488,17,2648.8321,12.7081,3,13,7,3,1,6.0077,4188.9976
B0019458,109.9172,29,768.5041,9.603,4,5,8,3,0,5.5837,3915.6693
B0018492,122.1552,11,2749.5732,16.7947,4,24,9,4,1,6.358,4325.713
B0018212,127.2935,28,3901.7452,24.2246,4,6,2,3,0,5.5132,3320.0688
B0001230,140.2456,12,1527.5105,21.5572,5,16,8,3,1,7.2341,4528.0459
B0009229,109.3474,21,4496.3767,24.4312,4,15,4,1,1,4.9947,3277.8323
B0009272,62.2379,17,340.8592,6.4369,2,10,12,3,1,6.6205,3302.3355
B0014824,144.5935,24,1064.9673,13.5292,4,14,5,3,1,6.5139,4423.5788
B0003022,127.2809,2,1538.4844,10.6725,3,11,10,3,1,5.0922,4597.2892
B0018258,75.2644,30,264.7965,8.1119,2,1,13,2,0,4.8042,3117.3682
B0007582,76.7513,15,2934.3852,12.2337,3,9,6,3,1,3.9277,2988.3642
B0005316,65.7253,2,2735.5224,17.678,1,2,8,4,1,5.8836,2884.2401
B0007024,67.1363,9,4760.267,17.263,3,19,4,2,1,4.1097,2734.4583
B0018495,128.2797,3,261.4157,9.202,3,2,11,4,0,6.4818,5124.1189
B0017685,113.9145,13,1232.2494,11.6921,3,10,12,4,0,6.1236,4190.8713
B0000414,108.4136,27,1991.218,15.6513,4,4,9,3,0,4.4982,3407.3984
B0011323,111.1378,9,2027.5306,17.3608,3,2,7,3,0,5.912,3519.5789
B0018353,122.0282,15,120.0,11.352,4,7,11,3,0,8.0208,4833.2102
B0018930,73.5094,26,1004.0508,8.5731,2,27,7,2,1,5.6021,2827.3487
B0003297,102.3628,5,1998.667,4.6048,3,16,12,4,1,7.1317,4381.7337
B0009491,146.7624,0,2885.4204,15.276,5,14,7,5,1,6.1183,5183.7236
B0004270,119.761,4,2221.1704,14.7958,3,24,11,5,1,5.4962,4527.0024
B0014561,125.6103,25,2511.9788,16.3527,4,3,6,3,0,6.4435,3700.8212
B0022360,145.5912,28,1284.1299,13.1052,5,3,10,2,0,6.5606,4489.9667
B0007497,77.1503,27,2661.4036,9.9771,2,9,8,1,0,4.9992,2797.6249
B0003033,109.2906,12,1016.576,17.3832,4,18,4,3,1,4.7071,3809.4452
B0004262,92.2299,12,2978.3112,16.6296,3,11,7,3,0,6.5448,3368.3392
B0006265,146.5864,29,549.7247,11.5537,4,13,10,2,1,5.5247,4935.8859
B0016829,153.1467,5,1667.1945,9.7096,5,9,6,5,1,6.4635,4835.3774
B0017275,65.0274,24,1463.3522,7.4414,2,19,13,2,0,3.9068,2826.6979
B0021291,110.2477,12,3681.8006,19.929,3,22,4,3,1,3.0787,3526.8769
B0002007,35.773,31,2387.5437,22.6862,1,13,3,3,1,4.3828,1097.3103
B0018513,135.3682,3,2928.9732,19.5992,4,7,6,3,0,4.4097,4009.134
B0006654,119.7052,29,2958.1386,15.5824,3,17,6,2,1,6.373,3399.8963
B0010431,48.0481,19,1760.2345,20.2251,2,12,4,2,1,3.932,1835.4103
B0007172,74.52,13,1877.4415,3.8695,2,13,12,3,1,5.4314,3461.1713
B0001386,56.0358,13,2950.4151,19.8529,2,22,3,4,1,6.5546,2305.5077
B0008528,128.9251,5,748.3541,4.6766,2,19,9,4,1,6.4733,5012.4149
B0010329,110.404,5,2425.1833,19.3441,3,18,5,1,1,5.4777,3447.3413
B0021202,58.5784,5,2675.4231,19.3702,2,20,5,3,1,4.7547,2574.66
B0011200,147.0398,3,2400.0933,14.6346,5,20,8,4,1,5.569,4863.9398
B0000621,139.1273,9,1750.4538,19.2668,5,5,4,3,0,6.8739,4501.3909
B0021374,41.1934,11,1294.0953,13.2504,2,3,7,2,1,4.918,1959.387
B0016049,77.4286,3,2393.8836,19.7685,3,8,5,2,1,6.1178,3098.8803
B0003243,102.6255,24,2584.0445,22.1782,4,28,5,1,1,5.2066,3351.1456
B0015681,87.3565,9,2628.5034,20.4711,2,3,1,4,0,5.5513,3080.9915
B0004309,95.4549,15,3417.1779,19.5063,3,3,2,4,0,5.7626,3115.1529
B0002983,114.3608,10,1793.5212,7.6061,4,14,8,3,1,8.3016,4340.4053
B0012807,48.8513,15,1243.4394,4.0749,2,2,12,3,0,6.5614,2769.0138
B0002992,109.9232,21,2299.7943,14.1133,3,15,6,3,1,5.9923,3848.6626
B0014298,53.0574,11,3049.1011,21.5866,2,24,1,4,1,4.7658,2174.2109
B0008470,46.5694,22,1148.9974,8.5255,2,2,12,2,0,6.3718,2176.1397
B0009774,81.5657,28,3866.5339,24.3246,3,17,1,3,1,6.1774,2624.2826
B0019173,58.9468,23,2219.8136,19.4456,2,5,5,3,0,4.9629,2269.8499
B0013930,120.1214,9,1272.1248,19.5322,3,9,8,4,1,4.7865,4067.8419
B0006849,124.362,15,3160.1082,15.2878,4,28,10,4,1,7.4465,4475.0193
B0004016,82.2585,1,1164.2949,3.2957,2,6,11,4,1,6.1921,3995.03
B0006218,100.8379,15,1499.9937,11.2175,3,14,11,2,0,6.3926,3736.4737
B0016878,106.9261,29,120.0,1.9748,3,5,11,3,0,5.5685,4259.6888
B0017098,112.0794,2,1324.4171,2.8682,4,10,12,3,0,5.884,4742.2256
B0010777,72.1467,29,120.0,12.1553,2,4,10,3,0,5.1971,3209.4347
B0010977,95.9571,12,2989.8502,20.5093,4,8,9,3,1,5.5395,3538.7543
B0015523,129.7352,11,2195.3154,12.2203,4,19,8,2,1,6.5086,4217.4917
B0008501,87.5585,1,1032.2968,14.0645,3,11,9,4,1,3.7591,3522.3205
B0017951,57.9728,3,1730.3009,15.3023,2,1,7,4,0,5.8376,2696.9711
B0019122,137.9011,2,1828.9946,6.0071,4,17,10,3,1,6.4949,4936.8536
B0008414,42.6343,15,918.3241,9.1424,1,28,14,2,1,3.5862,2429.0618
B0021399,130.0924,18,4900.0,23.6208,4,22,0,4,1,6.6587,3852.0179
B0017712,82.4082,13,1178.968,8.242,2,2,11,2,0,4.4958,3574.6627
B0013113,147.8616,4,3836.2103,23.1033,4,27,2,3,1,6.6788,4456.6484
B0000813,97.592,8,1387.2064,13.5162,3,4,7,3,0,5.6688,3628.8428
B0015305,85.3103,5,1795.7259,24.192,3,1,4,3,0,4.9149,2904.6624
B0016276,101.0646,6,2148.1461,5.6844,3,15,11,2,1,4.5249,3851.7342
B0000281,62.9013,7,930.1053,4.1521,3,20,10,3,1,4.0798,3396.9124
B0021755,93.7358,15,1167.9418,3.6489,3,1,13,2,0,4.3741,3900.0726
B0013892,60.5739,14,120.0,10.2558,2,2,10,3,0,6.0601,3267.5175
B0004695,109.7985,27,692.3237,5.8885,4,19,9,1,1,6.4833,4168.0583
B0021511,83.7391,24,1891.1037,6.5846,3,16,12,2,1,4.3164,3434.0849
