listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent,PC1,PC2,PC3,UMAP1,UMAP2
B0002411,96.046,8,1875.8465,11.5259,3,1,6,3,0,6.5093,3796.5084,-0.12570184243246288,0.4327220324404247,-1.7621213540153309,13.893378,5.757549
B0016023,120.4437,9,2145.3416,9.4538,4,6,11,2,0,7.1612,4308.7808,-1.2219593602010463,1.3538010980388964,-1.6375036061202655,13.53237,6.7747636
B0012354,51.7685,7,1534.6287,5.4349,2,12,13,2,1,4.9079,2923.9907,-1.1847982584891625,-1.986718531409232,0.3222806832254092,-3.6521509,6.087522
B0001159,127.0978,32,2696.4449,15.8548,4,10,8,2,0,5.4009,3308.2524,0.3458536759099161,1.265461179383541,-2.1302106930837414,12.208674,6.0464654
B0014553,70.3008,21,381.6603,10.7525,2,10,9,3,0,6.0461,3171.9799,-1.0121911079412855,-1.0687431996553367,-1.554579793012384,15.2688875,6.202934
B0013487,71.0056,18,1331.2965,7.603,2,2,10,4,1,4.3116,3243.6527,-0.6531753492887513,-1.5907368345279331,-0.3261067807463419,-3.101458,5.5321064
B0006801,143.5997,0,2879.8058,21.7456,5,2,5,4,0,7.7578,4370.4642,0.6636656469331288,3.1700937335705186,-1.1026513653748868,12.616237,5.520628
B0010609,120.455,20,767.7805,7.9537,4,3,7,3,0,5.5045,4274.2904,-1.0964918824045407,0.8343996925080124,-2.026493274704582,13.468355,6.625833
B0018139,86.4003,19,3621.2259,20.2146,3,11,2,4,0,4.673,2767.3319,2.40172530838564,0.2629005904459181,-1.1498017402885157,13.130478,4.150922
B0008068,98.3189,24,2028.713,24.0038,3,25,3,4,1,5.6695,3309.5012,1.5959675895941585,0.5588040685806321,1.2787592894722553,-0.118066564,3.910504
B0011682,43.3907,9,2190.9906,18.2728,1,5,3,5,0,6.3977,1906.1883,1.454127908376633,-1.2792606036723864,-1.0358629081590032,14.309403,4.8329773
B0016863,56.2659,14,418.2075,8.9902,1,19,14,3,1,3.401,3180.5344,-1.18576218689746,-3.002153992413479,0.8319711064909453,-4.2266054,5.603195
B0003777,107.6268,21,120.0,1.6835,3,28,11,1,1,5.1282,4570.4122,-2.2210589937388763,-0.5943946174710323,0.8401336991723509,-2.9913795,8.267241
B0016219,151.6037,23,4071.6393,23.7899,5,18,3,3,1,6.0878,4180.2533,2.0312291389482655,2.9796002201076703,0.5869130685593528,1.6971961,4.2393956
B0018634,116.196,10,4472.2939,24.819,4,16,2,1,1,5.7466,3636.1012,2.796155909647264,1.7638290188053996,0.3755357210888474,1.26878,3.4457166
B0011427,101.3344,2,120.0,3.822,2,18,12,2,1,7.167,4703.0014,-2.487692995875508,-0.5539180494605757,0.9949685325148261,-2.2867851,7.5883355
B0003435,81.22,26,3699.2856,19.1995,3,26,5,3,1,5.2471,3083.7275,1.8622320199944993,0.10460669165417473,1.0271045123138887,-0.5422835,3.3586245
B0019887,112.4642,28,1253.909,5.3668,3,5,12,2,0,5.8212,3885.4095,-1.7111316693687657,0.024204195096310922,-2.400679875651389,14.578194,7.5394945
B0009981,94.4141,4,1655.817,10.2076,3,23,8,3,1,4.609,3867.3104,-0.24036020853059334,-0.43966616288106464,1.530349341994789,-1.269943,5.2196918
B0019892,111.866,20,2281.1465,12.4619,3,22,9,3,1,5.3017,4082.07,-0.09934107363172814,0.19607554864511043,0.9278724839010238,-1.1392162,5.523087
B0007550,138.7474,9,2586.6365,18.0134,4,9,8,4,1,6.4722,4558.3649,0.1732615385211989,1.8451672043317466,0.6037674772514295,1.8413936,6.1206
B0019954,129.2615,28,1830.2157,18.2849,4,22,4,2,0,4.9404,3206.4066,0.8088184891758938,1.2421710452624755,-1.0851228886870061,12.360008,5.4244814
B0002620,40.0879,31,958.113,9.5749,1,27,9,1,1,6.3023,1810.6499,-0.5959205900169261,-2.1549293353518313,0.41098757755901927,-4.52389,4.739431
B0001539,151.6504,4,1290.385,6.9386,4,17,9,2,1,8.6,5351.5704,-1.942382471994217,2.2288675436218983,0.9132233278314084,0.067068875,7.9020514
B0012460,108.7897,16,3010.1597,22.164,3,1,1,2,1,4.7779,3228.5635,2.3420736276352225,0.6617192521352047,-0.7554585697273565,0.4380571,2.8197966
B0010674,94.4761,3,2673.2539,18.487,3,15,4,5,1,6.1247,3670.4137,1.1828592803313651,0.5854591690004077,1.477406375388377,0.010876025,3.7138326
B0002515,76.5879,9,2948.2046,20.1645,3,4,7,5,0,4.7256,2863.2134,1.3509314876664547,-0.16521133901417634,-1.1042899342315098,13.698209,4.747072
B0012262,139.3258,28,1548.7147,15.7652,5,20,4,2,1,4.7671,3997.1124,0.3568829047617259,1.7746517338207592,0.28501013215299226,0.24374767,5.5944414
B0006072,65.416,18,3154.1274,15.9131,2,3,3,4,0,5.5105,2541.0156,1.7058683138425135,-0.5658161029238498,-1.734298695909666,13.937182,4.42111
B0014749,76.4259,31,2767.0003,16.5749,3,8,6,3,0,5.3788,2325.555,1.0393964087448608,-0.06797423816680699,-2.0330309895705194,13.867071,4.629032
B0011460,150.0104,8,120.0,2.6194,4,19,14,5,1,6.2286,6294.5573,-3.1626472147233993,1.0587293971620566,1.6060792377245412,0.3602292,9.036062
B0008389,123.8452,19,2600.9928,21.0775,3,18,3,3,1,7.6,3937.2739,1.1482969823983797,1.637534804134163,0.7121320509004405,1.2451799,4.8656554
B0011072,105.167,16,2792.0034,10.7196,3,10,10,3,0,6.8217,3997.9917,-0.4351746219137421,0.6035558511048239,-1.34704209795255,13.731907,6.1016455
B0003890,36.5318,18,782.6814,18.7251,2,12,5,2,0,5.2987,1459.7637,0.728426811038355,-1.5553687626751684,-1.5503498593999407,14.928525,4.6319056
B0001182,58.7489,4,2080.7883,9.0137,1,8,12,4,1,5.2809,3212.3357,-0.5128832129058651,-2.0242457803769254,0.6122980057880067,-2.9368105,5.4070187
B0002016,78.1445,23,1281.5326,14.307,3,28,9,2,1,5.1223,3292.4122,-0.21892711390717648,-0.6046701339125297,1.0230714588301242,-1.717831,5.5242143
B0002243,131.3919,0,3985.4462,23.9448,3,22,4,4,1,4.4335,4013.9991,2.4468248810211035,0.9822950913863081,1.8742420477786328,0.6901965,2.6709714
B0011901,101.5239,14,2590.6141,21.5958,3,16,1,2,1,5.2183,3490.4631,2.0472757454368837,0.5569223386067605,0.45096818410792705,0.30550945,3.2655647
B0002935,100.1833,3,474.4635,8.914,3,28,11,3,1,6.3371,4679.592,-1.7029803602951235,-0.1123639642148699,1.9635025267905437,-1.4158429,7.410395
B0012700,52.0361,13,2782.7974,12.7188,2,1,10,5,0,5.3104,2671.7599,0.31296889442358616,-1.2685878877436092,-1.4912700100086753,14.677133,5.162611
B0000524,102.9032,1,1027.7777,3.0748,3,14,13,4,1,6.9157,4796.2531,-2.3699562300509696,0.03259650341352306,1.2116548597577996,-1.3885485,7.522791
B0021556,56.759,7,3231.2499,23.9717,2,16,3,3,1,5.6837,2211.525,2.4377713065602653,-0.5855501566110639,0.9163003628413253,-1.0488746,2.3730922
B0004477,131.3665,28,1264.3185,9.0261,4,14,14,1,0,3.1892,3985.474,-1.350080058918418,0.027371950885300672,-1.9753700334301267,13.38473,7.70511
B0018890,65.1371,23,2140.3284,9.2146,1,8,13,2,0,6.1068,2575.1622,-0.7622281130692632,-1.6719784608983708,-2.0239775996510976,15.491431,6.3270636
B0000341,38.0356,3,1720.5258,13.7601,1,2,11,5,1,6.4139,2372.2128,-0.2940679817189415,-1.9106744222814847,0.44626117504882656,-2.3545182,5.4736614
B0015046,106.1683,24,1562.6622,5.633,3,2,9,2,0,7.0183,3705.6906,-1.315018832276114,0.46266676117086714,-2.475218797033139,14.367286,7.3939004
B0010176,98.7995,26,2245.4991,15.5513,4,2,8,4,0,7.1753,3532.8755,-0.159403216648641,1.2976207420860164,-2.0390465960308384,12.943543,6.042027
B0019777,49.7305,23,120.0,9.982,3,1,12,2,0,5.4133,2852.8159,-1.524782225056176,-1.2931932417978478,-2.56001692510388,16.06343,6.5955076
B0005967,138.6434,5,2146.8145,18.554,4,6,7,3,0,6.4522,4233.2282,0.164728055480934,1.8623106796110411,-1.2452016963601253,12.649845,5.6549544
B0010250,72.2659,9,120.0,2.8695,3,8,11,3,0,5.6251,3800.8081,-2.1309858688467265,-0.9311297544877624,-1.3075505517806314,15.040155,6.683233
B0013072,111.2725,29,1906.3786,6.1503,5,5,13,2,0,5.3175,3610.623,-1.5981171363638147,0.95706301653928,-2.427167750607684,13.410783,7.743548
B0011219,41.7316,19,1794.0341,9.1483,1,24,8,3,1,5.6132,2255.8593,-0.007766925709918932,-2.155931059037122,1.069088028272926,-3.4277089,4.435274
B0006559,150.6198,32,701.5956,4.1552,4,24,13,2,1,7.14,4979.43,-2.722869689226618,1.4381877473088844,0.45733744771978496,-1.9809835,9.299843
B0018986,40.1465,15,1031.3095,14.6188,2,25,5,3,1,3.2192,1995.5391,0.8886485018651579,-2.257391891831276,1.263838240371109,-3.219795,3.948514
B0013877,96.0823,8,2658.7199,19.6424,3,11,7,4,1,4.3829,3492.259,1.1831058278162347,-0.042864998859711,0.7398438713740432,-0.30018112,2.7506979
B0003344,68.9795,6,2017.5512,13.3917,2,7,4,3,1,7.4607,2994.8324,0.4362470154814991,-0.21033695462079494,0.2778855717148186,-1.0205576,4.3078895
B0018218,40.3404,27,1446.5023,5.6126,1,24,7,2,1,3.98,1884.177,0.02666531474266558,-2.7909204556583793,0.5258107256306735,-4.833807,5.046571
B0007011,145.9705,17,1368.7593,4.6635,5,24,8,3,1,5.8388,5101.526,-1.4983664753140977,1.7964703193142404,1.2031874580159525,-0.33550918,8.077272
B0020236,84.3443,24,136.3039,17.5986,3,26,9,3,1,5.8364,3829.769,-0.6655887535089412,-0.3095493956894692,1.0932310431843124,-1.8124117,5.9869223
B0001705,101.1081,14,2253.6123,18.4747,3,7,5,4,0,5.1617,3467.5208,1.0100307144257321,0.3571491952809819,-1.27576641357627,13.1989975,4.868326
B0007271,35.7443,6,2206.2206,21.5733,1,4,4,5,1,4.626,1583.7829,1.9717858289214203,-1.981901834311455,0.48657900464680093,-1.2691703,2.1574273
B0018440,132.4388,7,2678.3423,21.4254,5,2,6,4,1,4.0857,4129.1846,1.1706282288029077,1.700932090795534,0.11980041072675571,2.011622,4.8782945
B0012696,80.9668,17,850.5932,5.2542,3,25,15,3,1,4.8567,3791.318,-2.0379151381155007,-1.1218407157647294,1.2216432497931573,-3.4378214,7.0770626
B0012715,51.0428,21,2580.6959,24.7615,2,3,6,3,0,5.802,1901.2905,1.7554512211996338,-0.7631672150068822,-2.068561955509759,14.25137,4.2561574
B0010399,109.1284,18,3222.7648,16.5272,4,1,6,4,0,6.1195,3676.3273,0.8302300855794359,1.3873374474201485,-1.8462322816544676,12.690037,5.108519
B0020551,78.962,24,2485.711,15.1062,3,4,7,3,0,4.8017,2769.1594,0.7318161194670226,-0.3048778958507322,-2.1065386131218307,14.111298,4.9950423
B0003566,97.4455,30,500.4905,4.2112,3,27,11,2,1,6.278,4149.785,-2.0211786069521227,-0.2895660373526643,0.7128902755790539,-3.3799043,8.18112
B0014268,103.8856,18,2619.0234,15.8156,4,8,10,5,1,4.6812,3578.0615,0.19767412157736258,0.5379979797709019,0.4171580072496656,0.81777763,6.194381
B0009979,138.9365,11,1311.5847,16.8752,4,26,4,3,1,6.3468,4648.7336,0.11303920561613,1.7263957055746122,1.5786931295431734,1.5076635,5.861958
B0014142,69.0945,19,3799.2846,17.7737,3,1,5,4,0,3.8503,2634.7506,2.0706079750201294,-0.4469475240156696,-1.9311009625460192,13.862552,4.0017066
B0019606,102.5236,0,2812.0194,24.097,3,9,0,2,1,4.6673,3325.1306,2.594386152367823,0.5425965844784703,0.3977322338568464,0.1851324,2.4366925
B0009217,136.9221,26,1770.7529,19.1703,4,17,3,2,1,3.9502,3891.9044,1.165952163759284,1.1010308356131595,0.11392570874922403,0.3696722,4.662318
B0016004,42.3354,5,2323.8777,13.8495,1,6,8,4,0,5.5456,2286.2029,0.5991977917983419,-1.887900804924765,-1.0848645185587091,14.6606,4.875369
B0013758,77.1945,32,1531.7898,1.8603,3,25,11,1,1,6.6641,3259.0442,-1.7041925034100533,-0.48040906830886554,0.2469024230401279,-3.506461,7.911871
B0004007,64.9922,20,1141.2899,19.867,2,2,4,3,0,5.3082,2368.1395,0.9986175035241123,-0.8626870963981887,-2.1206063772523858,14.4124975,4.380736
B0009266,142.0208,1,532.8242,8.1584,5,8,7,4,0,6.5158,5172.818,-1.6154146432704828,2.051001111422567,-0.726865032074647,13.454042,6.5975714
B0007791,38.5876,10,4378.9748,21.1019,1,2,3,2,0,4.6122,1481.1835,3.1361668512861343,-1.644250475736441,-2.0371009041427475,14.077189,3.4257174
B0016511,147.4389,1,597.6867,7.1305,4,24,14,4,1,6.7402,5720.7131,-2.6377478841354627,1.2936091618448424,1.997874764473211,0.28432098,8.986519
B0008047,87.5908,19,120.0,2.9284,3,16,16,3,1,6.3828,4440.7335,-3.049480581825155,-0.6820508730033791,0.48880824989952704,-3.0092835,7.990578
B0008967,145.5585,1,1655.8143,12.2907,5,3,6,4,0,5.7269,4858.8264,-0.4593049357886903,2.1597709477385516,-1.105630469396036,13.25313,6.230567
B0015325,103.5447,21,1012.3014,4.9501,3,14,14,3,1,4.5306,4143.1204,-1.8736569606288915,-0.7178154226018313,0.25653828911396565,-2.720941,7.2475057
B0020232,48.227,1,4900.0,24.628,2,10,1,3,1,5.7725,2120.5288,3.582549556978383,-0.39091069144977814,0.669925367438362,-0.4581061,1.9173162
B0007184,95.0848,29,499.5365,10.0259,2,19,10,3,0,6.9505,3674.6812,-1.432488518936514,-0.3934239138271181,-1.124954557083811,14.946382,6.8064117
B0000262,75.3561,2,589.3024,2.3954,3,13,14,4,1,7.0248,3981.503,-2.685019586348443,-0.5520444540697689,1.0888482625363938,-2.0836937,7.196908
B0015826,116.2791,14,1955.7808,16.6647,5,11,7,4,1,3.9247,4214.3642,0.39621413135636546,1.089827680677259,0.5436164933381831,0.9172185,5.762994
B0006687,121.7757,30,772.0721,7.4809,4,13,11,3,0,6.0524,4301.3749,-1.8188498910426512,0.8256600742868694,-1.6056201948309716,13.721378,7.6808276
B0012548,58.5182,7,2678.3944,23.7921,1,21,1,5,1,5.9705,2694.9449,2.470601603210911,-0.9498954396641048,1.7745367174065774,-0.88021463,2.5458353
B0013986,97.8106,22,1157.1063,11.8544,4,21,13,2,1,6.7364,3851.7867,-1.576753781673505,0.5693535538263331,0.5574858696764989,-2.1979425,8.0695715
B0006653,127.9494,28,1059.9534,15.31,4,5,8,3,0,4.3943,3677.7132,-0.30053066368159176,0.7814486404563773,-2.1488001640326124,13.020013,6.5826597
B0002945,55.4453,22,1789.6127,13.7947,2,4,8,2,0,5.7218,2263.9729,0.19078180780300005,-1.1609671562774577,-2.286968326522199,15.031959,4.9403453
B0009940,93.1364,24,120.0,11.8958,3,4,10,3,0,5.7964,3936.0226,-1.3428056394328605,-0.22942820874490039,-2.0983470897293732,14.757412,6.3719563
B0007130,135.5035,31,3456.0531,22.1433,4,7,8,2,0,5.6954,3646.0158,1.1328850955326502,1.7570220400660712,-2.304220972700887,11.928607,5.29962
B0009347,37.5093,28,3272.058,15.477,1,8,4,2,0,4.5054,1133.0932,2.0426335913694302,-2.0140105966834216,-2.2123175669106505,14.889763,3.7301686
B0011727,129.9915,28,628.5554,6.7044,4,24,11,1,1,3.4256,4620.6682,-1.430495308099829,0.00375930539852722,0.29936082179467705,-2.3952775,8.105695
B0020432,102.2975,0,948.949,11.3158,3,28,6,5,1,7.2603,4492.6651,-0.7700314269636857,0.5849199891618553,2.568276717137085,-0.030559525,7.092018
B0010611,56.3788,7,3879.9048,11.618,2,16,5,3,1,4.5016,2555.1765,1.6528525477159677,-1.2426975039377024,0.8810018168893565,-1.3365525,2.492412
B0014316,94.6756,0,1807.4445,15.8869,2,12,12,4,1,6.6061,4104.8779,-0.5874293152775997,-0.31176726047834846,1.1025436077538033,-1.3624427,5.0403404
B0007159,38.3646,32,892.2996,4.1996,1,5,13,1,0,6.2797,1907.1334,-1.6671531499807923,-2.3905053437791177,-2.820046257167001,15.965715,6.859843
B0015432,62.695,14,449.5993,1.6264,2,28,10,3,1,4.9237,3654.4846,-1.6255551897686977,-1.8933227081546034,1.5340315096726764,-4.0787063,6.308634
B0021003,131.9502,0,1781.8501,13.7298,4,19,8,4,1,6.5556,4994.9109,-0.5533311990270378,1.516558717148573,1.6596475186262125,1.3126882,6.9674973
B0010437,112.3019,30,1526.2663,14.2682,2,11,8,4,1,7.4825,3599.1448,-0.48844795853230777,0.4045650900203242,0.01743830433432265,-1.3464602,5.9425726
B0009413,143.9026,17,2838.0093,13.8818,5,3,6,3,1,6.1082,4269.2322,0.20129601200537367,2.3780390106074933,-0.36713672091896143,1.3356409,5.9424863
B0016471,102.2788,29,3278.1306,23.2314,3,27,1,3,1,5.7972,3198.9876,2.3933346659115924,0.872772734517667,1.023956621752914,0.06714394,3.4383714
B0020498,45.2857,23,1253.3689,9.4203,2,24,8,4,1,5.4351,2530.565,-0.3415360581663601,-1.6570277990639581,1.1778378529754472,-3.0316665,5.4882317
B0014328,136.3677,21,1080.309,1.8769,4,17,11,3,1,7.3811,4973.0272,-2.4569498074484715,1.368943904989614,0.5395113339715234,-0.85674167,9.096753
B0013138,95.0612,23,2607.9528,18.0777,3,16,5,4,1,5.9199,3259.2805,1.0422284084166569,0.45678341540646883,0.6237322039212344,-0.4248718,4.4870086
B0021442,111.2418,18,2281.4219,19.828,3,18,7,4,1,3.6049,3791.0616,1.1200884371206727,-0.06490738560860322,0.9234641520397068,-0.47789174,3.9127514
B0017567,86.253,26,3181.7651,22.5139,3,10,5,2,0,6.7315,2653.3635,1.5848347249130765,0.735502247961531,-1.9178499709897634,12.719966,4.4828935
B0007057,63.7414,20,2641.3477,18.6584,2,13,4,3,1,4.8894,2471.0408,1.705278422886624,-0.9267198341320985,0.22592269324795397,-1.887724,2.8189456
B0001519,152.2438,23,2198.2617,16.4132,5,2,2,3,0,5.1454,4118.455,0.8448528081333745,2.4241049866003217,-2.1711419862458325,12.081766,5.4231505
B0009862,36.7595,9,2861.8143,20.9863,1,26,3,3,1,5.3043,1771.395,2.287498422301471,-1.7418464212118032,1.5800701811313995,-1.6895634,2.1440318
B0021476,89.5723,13,1621.8902,10.8641,2,11,9,3,1,6.5058,3681.1556,-0.5862529445161532,-0.4573294087952675,0.3302052023231381,-2.145837,5.2837553
B0004280,146.5488,16,2743.8656,23.2755,4,3,4,2,1,4.0645,3938.5094,1.7424474172662752,1.520758118830444,-0.590975519282307,0.959197,3.9074373
B0008579,133.1488,11,1197.6164,4.005,5,16,15,4,1,8.3635,5236.3021,-3.1214221012768917,2.05564931896916,1.067136708146187,0.005784852,9.370426
B0018554,39.8818,5,1867.9002,11.8537,1,16,9,2,1,4.6127,2310.1853,0.3088726037594345,-2.4820208305312077,0.6910766124057324,-3.554278,4.6152906
B0003744,130.2114,6,2421.5883,17.815,5,2,3,3,1,5.04,3971.2318,1.0275894979745581,1.9521776947344485,-0.07976230222919986,2.0269377,4.9749265
B0008356,93.8296,1,2015.5933,19.0137,3,20,7,2,1,5.5119,3663.0041,0.6483977219855275,0.10264960809523728,1.1919917346216238,-0.7547084,4.661527
B0015937,85.486,8,2302.9582,13.5784,3,3,11,4,0,4.658,3543.9274,-0.09704081699820226,-0.4407365426662323,-1.3973393988676972,14.077905,5.696452
B0020133,45.2429,21,2588.4777,14.3806,2,23,6,1,1,6.2473,1877.687,0.8825628523944598,-1.1015928129078931,0.4705340703096422,-3.5335767,3.788566
B0010244,90.1072,6,2324.201,19.6967,3,11,6,3,1,3.6752,3326.4063,1.3536441826606584,-0.3954166691829617,0.555261375181185,-0.51090384,2.5778687
B0018587,137.8397,13,1620.3001,2.8038,5,23,14,3,1,6.6994,5124.2518,-2.550771460676317,1.65005600733579,1.2673483584672798,-0.43998322,8.981993
B0013957,53.1453,15,816.7174,6.0938,2,10,11,3,0,5.6779,2844.9258,-1.3497103603040255,-1.6386369966259329,-1.3688417449192698,15.536761,6.088984
B0016643,137.4097,8,1057.09,4.9408,4,13,10,3,1,6.7749,5155.1245,-1.965450113172961,1.3119235616977527,0.6790712584076165,0.049505588,8.362588
B0019497,48.3843,21,2292.0888,7.2181,1,26,9,1,1,6.8602,2544.4119,-0.3156449651905517,-1.7134053716462514,0.687719112595016,-4.0747323,4.4833817
B0021042,73.7788,15,2901.5358,24.2471,2,3,5,3,0,6.478,2569.4768,1.7785371182531036,-0.06246012745700662,-1.8439332575738394,13.790456,4.363544
B0013052,37.0076,3,2764.5557,18.7571,2,1,6,5,1,3.6331,1967.7958,1.782642035798491,-1.8130585590014674,0.3513242266494608,-1.1780175,2.0674758
B0008608,77.042,26,2574.1328,24.6313,3,24,1,2,1,3.437,2458.6346,2.7551040848678263,-0.40449195045248637,0.6166260539421389,-2.4605978,2.220234
B0000228,75.337,9,1803.8882,4.161,3,11,10,4,1,5.7873,3548.7001,-1.1339792117369085,-0.5676002007392701,0.6879513556093301,-1.9489915,6.5621233
B0003434,52.8375,6,2768.4494,24.2316,1,9,3,3,1,4.5758,1850.6619,2.577501084848535,-1.5659431698890758,0.39637876496952706,-1.5674335,1.7747157
B0001805,119.0501,16,2644.6128,23.988,4,12,3,2,1,6.8891,3539.4459,1.4719619559010149,1.9184185714108364,0.1188325353059298,1.3259237,4.488405
B0000953,35.9392,10,2896.3942,11.769,3,17,2,3,1,5.4533,1961.7988,1.4366235009451127,-0.7879777298907812,0.8641743296810297,-1.2303838,2.7327726
B0005566,52.0138,14,1793.4575,10.6914,2,15,9,3,0,4.7533,2566.5477,-0.027425955256206475,-1.6523495611971681,-0.9583870041607255,15.395297,5.3247957
B0017447,146.0594,21,1469.2533,4.939,4,1,10,3,0,4.8881,4716.6154,-1.4441750507839923,1.0129551503668168,-2.21436084652826,13.661212,7.234716
B0002171,117.4992,5,2941.6924,12.4652,4,9,7,3,1,6.1554,4107.7927,0.1884964359622367,1.2936614355706542,0.47891392392890386,1.3970525,5.99537
B0020176,47.6187,17,1508.8216,2.9297,1,10,10,3,0,4.3414,2520.365,-0.747431269368137,-2.6268262274694165,-1.4673473431914976,16.064642,5.5457563
B0004648,120.998,11,1582.3918,8.4144,3,7,12,4,0,4.0354,4650.6773,-1.0367490394360532,-0.23841577712170295,-1.200206683687091,14.55902,6.3698225
B0018701,138.4272,9,1609.1592,20.0498,4,5,9,4,0,6.6642,4549.1908,-0.31069784637186715,1.8309676382121503,-1.2140185269605275,13.10146,5.8055086
B0016730,122.4954,24,4322.3524,23.8533,4,16,3,3,1,6.8924,3560.2198,2.2286947969155166,2.2052439183747374,0.39360330766476787,1.5178916,4.1901546
B0014986,125.0472,15,1231.5921,3.2805,3,19,13,4,1,6.8774,5094.9057,-2.3281289234573848,0.4523058039566459,1.1209055899391331,-1.375656,7.801255
B0001156,104.3507,6,1585.6519,14.3853,4,21,5,4,1,5.9287,3980.3072,0.09188178253510579,0.9258547985364161,1.587465072677342,1.1364299,6.3246017
B0003318,132.2453,15,2495.5553,20.2048,4,28,7,2,1,5.4964,4115.3101,0.722697809926053,1.4061262241452317,1.344498841982034,0.106101684,5.063844
B0012722,94.8229,7,506.5636,5.2663,4,7,10,4,1,5.7782,4284.2507,-1.8452950518593854,0.18887687237337447,0.4670700039089245,-0.182966,7.971973
B0016101,127.536,12,2643.7135,14.3462,3,4,5,3,0,4.2194,3806.3449,0.9354648008967379,0.4931218415429919,-1.682602909963169,13.175344,5.1165996
B0015036,111.5806,19,1651.7876,6.9169,3,2,8,2,0,4.8303,3877.6398,-0.6210868617134438,-0.04222499095253737,-2.3285085777292345,14.034228,6.5665603
B0013165,88.5345,23,120.0,2.0521,2,25,13,2,1,7.5719,4275.2129,-2.7858131829219066,-0.7559351018657396,0.8030740014319409,-3.7981503,7.8960795
B0017208,131.877,5,2005.8905,10.5187,4,16,11,3,1,5.1349,4711.8077,-0.8592698329076529,0.8874822610440756,0.9950416744108306,0.23313753,7.3226495
B0005173,125.0976,22,295.0408,13.558,4,15,12,3,0,7.2749,4615.7497,-1.9413035654189472,1.293520428741453,-1.1539428405314083,13.287133,7.6362395
B0009729,63.3383,10,1418.4805,2.9795,1,10,14,3,1,4.253,3244.8681,-1.4179000629576368,-2.5895557675541387,0.2938541401841062,-3.5678551,5.564582
B0005509,50.2313,30,1298.5305,11.4894,1,14,10,3,1,5.271,2229.0379,-0.30392486519550055,-2.168709981023915,-0.06469546134977297,-3.9066231,4.5258465
B0002293,139.7348,10,439.3934,4.6648,4,28,12,2,1,6.0537,5484.8752,-2.4171587964830685,0.8967648792254748,1.4953005178612453,-1.2251757,8.611009
B0002376,48.0167,17,886.3315,8.8139,1,12,8,3,1,5.0709,2425.7645,-0.39164909482077814,-2.29865722029882,0.2210681260403572,-3.7630067,4.898375
B0019661,144.6175,8,805.8033,7.0218,4,1,16,3,0,8.0521,5431.458,-3.082286969277593,1.6774942354691567,-1.7278834255485422,13.624156,7.3515267
B0010091,131.6057,23,3340.3261,15.7955,4,6,8,2,0,5.9789,3922.7396,0.503680661100116,1.6166090554795893,-2.114218202554286,11.990023,5.813656
B0019217,54.4515,22,1846.0414,8.5279,2,6,8,3,0,3.0869,2237.8488,0.27982806709906827,-2.099223527511457,-1.9387777168225198,15.784326,4.981056
B0008995,39.0777,30,1350.9164,15.7582,1,21,5,2,1,5.2749,1598.0729,0.874358282794819,-2.098697603584236,0.22944280446160026,-3.6729875,3.4336436
B0019822,100.0651,11,1144.4796,14.8112,3,26,3,3,1,4.5181,3778.1548,0.6358752281218315,-0.11645711369135091,1.527727528422139,-1.169513,4.529761
B0020918,60.3084,20,1522.2419,2.1988,2,3,10,1,1,5.0515,2752.3472,-1.0615863775114511,-1.719699901948611,-1.0440590498135394,-4.660215,5.3403378
B0004033,105.2395,15,2070.9186,16.3319,4,1,10,3,0,6.8956,3879.5485,-0.43576308502558136,1.215086721963285,-1.9799932688806676,12.841193,6.255087
B0010596,149.8052,0,1776.5471,12.9335,4,28,7,3,1,6.4198,4941.7827,-0.5036914841997284,1.7814642250194714,2.1059550062333177,1.4464105,6.5722375
B0015954,138.8616,23,3218.3949,4.8496,5,14,9,3,1,5.5416,4353.5021,-0.6698031297768802,1.7970537200499803,0.23637862734392537,0.3492849,6.8769536
B0006391,102.2977,15,3439.9165,20.4022,2,23,6,1,1,3.6039,3210.9644,2.0550120640743725,-0.6365846616736961,0.6761260630159879,-0.8751733,3.0729134
B0020263,87.5955,13,935.1903,12.4735,3,4,7,4,1,6.2084,3755.2707,-0.5446928769608049,0.01695083419034638,0.04414099849425824,-1.3854799,5.8805265
B0015810,76.9154,13,1336.0833,12.0195,2,8,9,2,0,4.9414,3113.8207,-0.2612768458456387,-1.1636575187436433,-1.6811154109676025,15.08117,5.5092797
B0014964,60.3698,22,668.6436,9.7803,2,2,8,1,0,5.7037,2492.3652,-0.6737552206382584,-1.3223402086056704,-2.686174927418922,16.09325,6.0872464
B0020716,138.6269,4,1548.7154,8.9348,4,16,9,3,1,6.7791,4967.5679,-1.2624274923644396,1.5193834073880748,1.0518070137843436,0.4713875,8.058443
B0009693,125.8869,32,3433.3872,22.1552,4,5,1,1,1,4.8325,3049.5601,2.3814416117007062,1.5500088749409822,-1.2256440923517147,0.79759717,3.9130352
B0021436,66.4768,21,1318.7293,24.7303,3,26,3,4,1,4.6056,2708.0755,1.6602063042000477,-0.43998116001817184,1.4289824614445064,-1.2915022,3.198003
B0019988,109.7688,4,2763.2457,23.4699,4,14,4,3,1,5.6099,3709.6573,1.600533565928556,1.3172698162970775,0.8999112253965721,1.5509883,4.247628
